报告日期,2021-12-31,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
总资产利润率(%),-2.94,-4.82,0.19,-4.06,1.16,0.66,1.07,-25.05,-6.29,0.74,-10.4,8.09,-274.63,0.66,-5.58,1.38,0.95,5.51,5.18,5.01,3.36,4.76,0.2,-3.69,6.27,11,12.99,0.35,
主营业务利润率(%),7.55,22.33,29.74,24.16,40.71,40.28,36.78,36.9,2.19,5.12,41.57,-0.43,8.25,17.39,14.29,18.04,21.8,34.96,30.85,30.33,30.13,39.97,19.07,-11.92,31.43,31.58,33.42,7.89,
总资产净利润率(%),-3.06,-4.78,0.2,-4.47,1.59,0.84,1.38,-20.82,-7.31,0.77,-9.84,6.22,-99.86,0.63,-5.41,1.27,0.87,6.51,6.09,4.66,3.19,4.93,0.21,-3.67,7.38,11.35,13.27,0.35,
成本费用利润率(%),-11.98,-52.39,2.59,-47.19,11.09,8.68,5.58,-89.86,-4.92,2.39,-90.16,29.04,-199.62,0.87,-9.17,2.93,2.5,22.44,23.45,13.75,11.04,15.24,0.64,-29.57,27.9,29.3,30.41,1.89,
营业利润率(%),-13.26,-77.53,-18.54,-65.78,10.2,7.37,-0.35,-158.02,-4.76,-34.71,-1202.44,-78,-360.23,-0.67,-12.04,-3.99,2.1,18.16,18.6,8.41,5.26,11.49,-5.5,-42.55,16.81,20.1,20.03,-1.96,
主营业务成本率(%),91.03,73.22,67.32,72.72,57.19,57.59,62.11,61.89,97.72,94.5,52.66,100.08,91.71,82.56,85.64,81.89,78.13,64.94,68.83,69.59,69.75,60,80.91,111.91,68.57,68.39,66.57,92.11,
销售净利率(%),-12.64,-78.31,3.2,-67.84,7.91,2.93,4.77,-156.84,-5.15,3.02,-848.9,51.68,-360.07,0.9,-10.46,2.48,1.96,16.16,18,11.36,9.56,12.96,0.67,-42.53,23.21,23.41,24.16,1.92,
净资产收益率(%),-37.14,-45.81,1.13,-25.42,4.96,1.6,1.14,-123.9,-19,1.36,-18.01,13.22,-1092.55,1.09,-10.21,2.25,1.99,13.23,9.97,7.58,6.33,9.74,0.4,-6.7,10.86,35.78,60.98,3.98,
股本报酬率(%),44.48,36.82,53.79,38.01,54.17,50.64,49.73,45.51,51.97,194.86,239.74,279.08,59.4,259.75,229.04,215.96,171.51,160.82,146.3,150.91,132.72,123.53,96.92,67.15,137.48,--,--,--,
净资产报酬率(%),68.05,47.63,56.56,40.86,49.91,63.65,75.57,350.47,237.97,749.87,947.63,934.77,302.09,122.5,95.73,81.28,66.15,61.01,64.18,74.26,70.6,64.59,53.66,36.53,46.7,110.13,114.68,63.5,
资产报酬率(%),11.12,9.98,14.3,11.11,19.45,38.8,66.05,96.99,78.76,409.91,547.29,572.12,75.93,73.78,52.35,46.46,31.57,25.37,33.35,49.1,37.46,31.58,26.55,19.91,26.95,33.86,24.43,5.51,
销售毛利率(%),--,--,--,--,--,42.41,37.89,38.11,2.28,5.5,47.34,-0.08,8.29,17.45,14.36,18.18,21.87,35.06,31.17,30.41,30.25,40,19.09,-11.91,31.43,31.61,33.43,7.89,
三项费用比重(%),17.62,71.06,60.47,63.81,28.31,30.57,36.87,112.58,6.96,31.09,883.12,77.51,88.44,17.94,27.09,20.79,20.69,16.93,12.29,21.99,25.01,28.04,24.43,31.93,14.62,11.49,12.86,9.26,
非主营比重(%),0.08,2.13,1236.46,5.91,-26.89,-14.86,107.95,-0.14,7.71,1250.77,-41.65,250.94,-0.15,177.05,-16.33,232.68,52.34,1.25,2.61,33.71,49.83,14.4,920.13,-4.25,27.6,14.17,17.09,205.54,
主营利润比重(%),-57.23,-28.66,877.36,-36.67,419.06,513.81,658.4,-23.37,-42.58,169.67,-4.9,-0.83,-2.29,1986.06,-138.12,599.98,881.25,190.08,161.5,240.72,287.6,297.87,2842.81,28.02,135.39,134.88,138.31,411.89,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		